source_file_id,framework,version,variant,task,model,size_mb,params_m,gmacs,cpu_cores,latency_ms
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet18,44.62,11.68,1.81,3,145.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet18,44.62,11.68,1.81,4,119.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet50,97.69,25.55,4.11,1,951.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet50,97.69,25.55,4.11,2,507.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet50,97.69,25.55,4.11,3,377.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,resnet50,97.69,25.55,4.11,4,347.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_0,4.762,1.248,0.82,1,202.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_0,4.762,1.248,0.82,2,106.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_0,4.762,1.248,0.82,3,80.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_0,4.762,1.248,0.82,4,67.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_1,4.713,1.235,0.35,1,98.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_1,4.713,1.235,0.35,2,54.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_1,4.713,1.235,0.35,3,41.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,squeezenet1_1,4.713,1.235,0.35,4,37.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,vgg16,527.7,138.3,15.4,1,2046.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,vgg16,527.7,138.3,15.4,2,1178.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,vgg16,527.7,138.3,15.4,3,941.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,vgg16,527.7,138.3,15.4,4,803.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,wide_resnet50_2,263.0,68.88,11.4,1,2485.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,wide_resnet50_2,263.0,68.88,11.4,2,1296.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,wide_resnet50_2,263.0,68.88,11.4,3,938.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,wide_resnet50_2,263.0,68.88,11.4,4,808.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_base,337.9,88.56,15.3,1,7781.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_base,337.9,88.56,15.3,2,5503.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_base,337.9,88.56,15.3,3,5301.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_base,337.9,88.56,15.3,4,5244.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_large,754.4,197.7,34.3,1,16295.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_large,754.4,197.7,34.3,2,12122.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_large,754.4,197.7,34.3,3,11631.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_large,754.4,197.7,34.3,4,10529.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_small,191.5,50.2,8.69,1,4255.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_small,191.5,50.2,8.69,2,3086.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_small,191.5,50.2,8.69,3,2976.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_small,191.5,50.2,8.69,4,2490.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_tiny,109.0,28.57,4.46,1,2370.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_tiny,109.0,28.57,4.46,2,1778.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_tiny,109.0,28.57,4.46,3,1693.0
S001,tvm,v0.8.0,autotvm_tuned,Torchvision ImageNet,convnext_tiny,109.0,28.57,4.46,4,1445.0
